Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code
gAAG2KJ_pdfAK-_UVN-bjQ,Oaxaca Taqueria,130 Grand St,"{'latitude': 40.7148433, 'longitude': -73.9626569}",36,3.0,11249
q8YAM38nAsVoRcWOER9I9A,Parrilladas Sunrise,83-11 Northern Blvd,"{'latitude': 40.75597, 'longitude': -73.88396}",35,4.0,11372
mpGDqwli5h03SpCnJfbbPQ,Top Taco,1774 Flatbush Ave,"{'latitude': 40.626601, 'longitude': -73.941478}",6,4.0,11210
1hvLetKdVGuRkid4IZI8Gg,Sazon De Lupita Antojitos Mexicanos,155 W Kingsbridge Rd,"{'latitude': 40.87003, 'longitude': -73.9038577}",29,4.0,10468
p7MviobRqz5rvdzmsjBdEw,El Aguila,1634 Lexington Ave,"{'latitude': 40.790573, 'longitude': -73.947715}",176,4.0,10029
FjeUodgFr0KCWJ1ylvGjdQ,Haab,202 Leonard St,"{'latitude': 40.71099, 'longitude': -73.94707}",174,3.5,11206
XGdUYzkPkX94RoLlPDymeQ,Tacos Y Quesadillas Mexico,2030 Broadway Ave,"{'latitude': 40.777487, 'longitude': -73.982069}",31,4.0,10023
5Ota_iMwlPLPrap-KfQrgw,Benny's Burritos,113 Greenwich Ave,"{'latitude': 40.7380740387279, 'longitude': -74.002123778491}",722,3.5,10014
p_qYaQBAieWIG6lKKjT5VQ,Los Almuerzos Mexicanos,138-21 Jamaica Ave,"{'latitude': 40.70272, 'longitude': -73.81464}",30,4.5,11435
GauXFEjAMUY1cy-Hr3aWuA,Mezcal Kitchen JC,665-A Newark Ave,"{'latitude': 40.73428, 'longitude': -74.0591}",29,4.0,07306
3l_Zr3YGr6cCwcKIAcPvOg,Mezcal's Mexican Restaurant- Carroll Gardens,522 Court St,"{'latitude': 40.676055, 'longitude': -73.999229}",57,3.0,11231
8J5Nq59GFqWEcKDQlRZj2A,La Pasadita Taco Truck,957 Broadway,"{'latitude': 40.697104, 'longitude': -73.934752}",8,4.5,11206
QJ1o9d1PVEE676rbzRUNjA,Tac N Roll,124 E 4th St,"{'latitude': 40.7252676, 'longitude': -73.9877743}",180,4.5,10003
rkPpLoJKMUTNmd-uyqfq1g,Taqueria El Fogon,1050 Flushing Ave,"{'latitude': 40.7044101, 'longitude': -73.9291005}",155,3.5,11237
UlGSfUiVs4V5oH9C4AHD5w,Cielito Lindo Bistro,665 Nostrand Ave,"{'latitude': 40.6745053, 'longitude': -73.9498836}",8,3.5,11216
rPTtQ-FO_F9tMJDl3m50Bg,Tijuana Picnic,151 Essex St,"{'latitude': 40.7207634, 'longitude': -73.9873657}",288,3.0,10002
9yTnfgbCENMZUUAlY1ym9g,Cabo,3764 E Tremont Ave,"{'latitude': 40.8257522583008, 'longitude': -73.8216018676758}",327,3.5,10465
t86q8MbsrW8pB8bmfwPWTw,Blockheads,954 2nd Ave,"{'latitude': 40.7551, 'longitude': -73.96802}",429,3.5,10022
WE064Ln20S4MQVT1hETCCw,Canyon Road Grill,1470 1st Ave,"{'latitude': 40.770694, 'longitude': -73.953774}",223,3.5,10075
hg5LjqQ6pTM4U58nJiDylg,Habanero Mexican Cuisine,141 Lincoln Ave,"{'latitude': 40.80856, 'longitude': -73.92916}",31,4.0,10454
QLbWZMiqzV6zTPXS3nuzjg,Taqueria El Fogon,241 Cook St,"{'latitude': 40.70362, 'longitude': -73.93314}",35,3.0,11206
s3VRd36vPO4RNrm4XNQDWg,San José Tulcingo Deli Grocery,109 E 153rd St,"{'latitude': 40.8241674799833, 'longitude': -73.9279800807582}",21,4.5,10451
tt91_FxQHt2H_cmVbWFU_A,Taqueria El Barrio,2327 1st Ave,"{'latitude': 40.7982299, 'longitude': -73.93419}",39,3.5,10035
0o0s6bUIuy0LTGNR3xYzzw,Dos Toros Taqueria,1111 Lexington Ave,"{'latitude': 40.7739509, 'longitude': -73.9594762}",348,3.5,10075
vvev861zA81pk7GluKMddw,Tacos Al Suadero,39-04 103rd St,"{'latitude': 40.7504654470745, 'longitude': -73.8631192539666}",23,4.0,11368
Ay38C7i2ziGjjoG9Q6Bo0A,Grand Morelos,727 Grand St,"{'latitude': 40.71188, 'longitude': -73.94367}",193,3.5,11211
9ZTyAKZI0cpCbmTYZgNjAA,Santa Clarita,237 Willis Ave,"{'latitude': 40.809496, 'longitude': -73.922842}",19,4.5,10454
sshS0FJ6tKkmLCcEKXyVkA,El Tepeyac Mexican Food,1621 Lexington Ave,"{'latitude': 40.789737, 'longitude': -73.94786}",21,4.5,10029
A8qXfx_LBI6fnOhxDmvIOA,Sabor A Mexico,1744 1st Ave,"{'latitude': 40.77953, 'longitude': -73.94704}",133,3.5,10128
-xeLK9VppWFh6AtP26Hxpg,Los Papi's,77 Bridge St,"{'latitude': 40.7021, 'longitude': -73.98444}",70,4.5,11201
ir1jLDagZiMaHo7My4oUDg,La Flaca,384 Grand St,"{'latitude': 40.7165, 'longitude': -73.98763}",328,3.5,10002
v0vKiXBcrTGD3jR-tf8ujA,El Paso Mexican Grill,1610 Newkirk Ave,"{'latitude': 40.635877, 'longitude': -73.962081}",163,3.0,11226
99-sztsdc3Xlpw_Lc5F5Ng,El Don Taqueria & Grocery,53-24 Roosevelt Ave,"{'latitude': 40.744444, 'longitude': -73.910731}",12,4.5,11377
VsqHs36uLxhqmjo60r1aJA,Habana To-Go,229 Elizabeth St,"{'latitude': 40.72292, 'longitude': -73.99418}",262,4.0,10012
tFIiJ49W47o7QjXNpMtlGQ,Taqueria Izucar II,1480 Dekalb Ave,"{'latitude': 40.7012977600098, 'longitude': -73.9218368530273}",9,3.5,11237
XhCzENVgRBYcKwWLMX7FRg,Kimchi Grill,766 Washington Ave,"{'latitude': 40.6750885, 'longitude': -73.9634982}",545,4.0,11238
ywQzvW5TT6hj1tbiwE4M9w,Mex Carroll's Diner,192 Columbia St,"{'latitude': 40.68556, 'longitude': -74.00276}",29,3.5,11231
B2RP0JwTBsQhS1n5_DQG0Q,Lindo Guerrero Restaurant,340 Wilson Ave,"{'latitude': 40.69558, 'longitude': -73.91695}",7,4.0,11221
WsTOWEJKa7Kc9rbmFSRAgw,Mexican Food,71st Ave & Austin St,"{'latitude': 40.7201701389815, 'longitude': -73.8447921353291}",27,3.5,11375
m8z1eTTetr-JbSM1HU2t6Q,Tacos Y Quesadillas Mexico,924 9th Ave,"{'latitude': 40.7686908, 'longitude': -73.9849574}",45,4.0,10019
4xR2g3e_w9APSdvln8cwFw,El Gallo De Oro,360 Ocean Ave,"{'latitude': 40.6983642578125, 'longitude': -74.0864791870117}",20,4.5,07305
lnvvEay-dxakpiscM-dZbA,El Toro Bravo,88-12 Roosevelt Ave,"{'latitude': 40.7479930621229, 'longitude': -73.8780908659101}",35,4.0,11372
GKF0TK-aSlPnCFxfvz5v7g,Paraiso Azteca Restaurant,1681 E 16th St,"{'latitude': 40.6086, 'longitude': -73.9571799}",54,3.5,11229
qTWujv2b2ZuxJPiZFsqbFQ,El Molcajete,1506-08 Westchester Ave,"{'latitude': 40.8283148, 'longitude': -73.8796477}",18,4.0,10472
_8ID_2uUGkhOEVUEzNH47A,Tacos el Chicken,120 Beverley Rd,"{'latitude': 40.642616, 'longitude': -73.978576}",28,4.0,11218
UfiBkytwsoff5pF-AStMPA,Mally's 2,602 Seneca Ave,"{'latitude': 40.7038964, 'longitude': -73.9098091}",11,3.5,11385
a8zC7ZxpmfXOw-5fWAklRA,Isabela Mexican Restaurant,4412 4th Ave,"{'latitude': 40.649735, 'longitude': -74.009627}",23,3.5,11220
c-X-Hf1mFhbzGXcWKOhu_Q,Cinco de Mayo,42 29th Bell Blvd,"{'latitude': 40.761917, 'longitude': -73.769798}",218,3.0,11361
falSn6tDPEp-gf5O-wuarw,Cinderella's Restaurant,108 Victory Blvd,"{'latitude': 40.6374588, 'longitude': -74.0799103}",11,4.0,10301
oNYP0AFOSw_oZEHkF_f0kQ,Cemitas Puebla,520 24th St,"{'latitude': 40.767849, 'longitude': -74.0327988}",132,4.0,07087
FkA9aoMhWO4XKFMTuTnl4Q,Atla,372 Lafayette St,"{'latitude': 40.7271874, 'longitude': -73.9938924}",218,3.5,10012
WJIU2Cu6i6-9n-ZUE5rEQA,Sabor A Mexico Taqueria,160 1st Ave,"{'latitude': 40.7284353669, 'longitude': -73.9844540083}",89,3.5,10009
gLar0VXuQDv9MKGU_ooqGg,Ricos Tacos,505 51st St,"{'latitude': 40.64453, 'longitude': -74.01066}",172,3.5,11220
rNldYbdOcJRGmLgD29ZELA,Don Panchito,N 3rd St,"{'latitude': 40.7154074225537, 'longitude': -73.9603268362965}",44,4.0,11211
GXK3j99VZK-7JJ0YrtIR0w,Parada 47,526 W 47th St,"{'latitude': 40.763092, 'longitude': -73.99443}",40,4.0,10036
0XuJtcq9nMdAWyhJ_fZC-w,Virgin Mary Tacos,370 E 28th St,"{'latitude': 40.7400398, 'longitude': -73.9766541}",4,5.0,10016
MFtGKvIYMKmJyXaz7IrMTQ,El Puerto Mexicano Bar & Restaurant,84-28 Jamaica Ave,"{'latitude': 40.6922391, 'longitude': -73.8597963}",27,3.0,11421
n_0zk3Lm7PKChIaZL8EorQ,Tacos Lopez,,"{'latitude': 40.6192398071289, 'longitude': -74.0333709716797}",46,4.5,11209
1L4CLbwsKP3wGX4yOpgueQ,Bar Taco,185 Avenue C,"{'latitude': 40.72687, 'longitude': -73.97701}",20,4.0,10009
QqYR48m1nJ8OtkZ715HXGg,Rodriguez Productos Mexicanos,190 E 166th St,"{'latitude': 40.83147, 'longitude': -73.91873}",5,4.5,10456
0t_fKf_rNPYgm6YPgy930Q,Piaztlan,155 Bay St,"{'latitude': 40.671852, 'longitude': -74.003242}",1,5.0,11231
bVi0Rk_GfkrJJELLXaqEeA,Dos Toros Taqueria,636 Lexington Ave,"{'latitude': 40.7592114, 'longitude': -73.9706706}",81,3.5,10022
jHd7KHMvpI53bZyL9UGTug,Oxido,1450 Broadway,"{'latitude': 40.7547219061481, 'longitude': -73.9862432694773}",9,2.5,10036
orlKht_5oVoL_4UfwJ57LQ,San Atanacio Deli-Grocery,6304 Bay Pkwy,"{'latitude': 40.6149709748988, 'longitude': -73.9805127187319}",5,4.5,11204
zUryis8eMrzRE8ibDC9ffA,Mariachi Taco,3428 Fulton St,"{'latitude': 40.68428, 'longitude': -73.86913}",18,3.5,11208
nt84nQ3x-hfQYR2CT1P2IA,El Pitallito Mexican Restaurant,3854 Broadway,"{'latitude': 40.8362922817469, 'longitude': -73.9430563151836}",23,3.5,10032
VUsjoFZ15OVQ4Ol7zt80zg,La Lomita Mexican Deli,3868 10th Ave,"{'latitude': 40.8641999, 'longitude': -73.91936}",22,4.0,10034
lyKgV-M9XKm9osK6bT1a-Q,Cafe Con Pan,32 New Dorp Plz,"{'latitude': 40.573773, 'longitude': -74.116305}",28,4.0,10306
B-bx4pZXrat0D25vde2bJQ,Cantina Taqueria & Tequila Bar,329 Lenox,"{'latitude': 40.8088408787201, 'longitude': -73.9449808870425}",184,3.5,10027
AgAkUVLN_axMY-bzbNCfCw,Yuca Bar,111 Avenue A,"{'latitude': 40.7262, 'longitude': -73.9836}",1684,4.0,10009
9laSSXnr4F16gURfUBbZTA,Oaxaca Taqueria,1709 2nd Ave,"{'latitude': 40.77964, 'longitude': -73.95081}",73,3.5,10128
iqZgf0kRW9ngWRxJH0Y8kg,El Pastorcito,74 Victory Blvd,"{'latitude': 40.6379508972168, 'longitude': -74.0790176391602}",2,5.0,10301
kKRzPQD6XF5Nx3pX2R8NIw,Chinelos II,530 W 136th St,"{'latitude': 40.82033, 'longitude': -73.95378}",65,3.5,10031
bl4yPiWAre56vxbiRpdAkQ,Taqueria Los Jarritos,121 Nagle Ave,"{'latitude': 40.86061, 'longitude': -73.92697}",29,4.0,10040
syQqK_8IZeX3k5FshcDMMQ,Cholula Deli Grocery,1481 Myrtle Ave,"{'latitude': 40.699207, 'longitude': -73.916503}",15,3.5,11237
PEs-OAHG5CFJwEB8bN_98Q,Mi Pequeno Ranchito Restaurant,4614 New Utrecht Ave,"{'latitude': 40.6388833181132, 'longitude': -73.9944920424362}",3,4.5,11219
7B7lFbjmXqim9LCpr-jBQg,Los Pollitos III,499 Myrtle Ave,"{'latitude': 40.69366, 'longitude': -73.96517}",128,2.5,11205
4EGq0GMAJwGIrfhVg4PxVw,Swick 2,3504 35th St,"{'latitude': 40.7564825, 'longitude': -73.9254339}",32,4.0,11106
qmoA7CY8hhU4RIUGAfRYhg,Taqueria Huarache,16 E Mt Eden Ave,"{'latitude': 40.8440592106296, 'longitude': -73.9142958513615}",25,4.0,10452
s3Zs6FNW-FUTA3ODWOFVsA,Adriana's Mexican Cuisine,10-12 E 15th St,"{'latitude': 40.6215899976324, 'longitude': -73.9607000192103}",2,5.0,11230
veeKjzzHsO9e4wKLxpuhtQ,El Rey Del Taco Truck,33-01 30th Ave,"{'latitude': 40.76622, 'longitude': -73.91933}",465,4.5,11103
YS21bp9Wp715X75r7eTzxw,Mi Querido Mexico Lindo,247 E 116th St,"{'latitude': 40.79733, 'longitude': -73.93816}",12,4.5,10029
PZWhzOHAkT6G20kNAOSQrw,Mi Lindo San Miguelito,257 W 231st St,"{'latitude': 40.88006, 'longitude': -73.90675}",32,4.0,10463
-d4NCP8B0sXUUcWFsddVbw,Border Burrito,287 Bedford Ave,"{'latitude': 40.71403, 'longitude': -73.96147}",15,4.0,11211
U5zFfGUDhuJPdZsBzcZ35Q,Aqui En Bella Puebla,94-11 Roosevelt Ave,"{'latitude': 40.748914629221, 'longitude': -73.872199729085}",24,4.0,11372
k5BZq7XdRFr4xMbZMMGxxg,Dos Toros,1 State St,"{'latitude': 40.70253, 'longitude': -74.01333}",3,3.0,10004
BGzM81ykCfUKjGUrq66fgA,La Cocina De Agave,398 W 145th St,"{'latitude': 40.8242411149966, 'longitude': -73.9452161405442}",94,3.5,10031
Z3wa8EmAr0yfihPZZMLE_A,Les Crêpes & Taqueria,25A Essex St,"{'latitude': 40.7154425095498, 'longitude': -73.9899829811096}",74,4.0,10002
UVDCFAjuDFZDHt1vGLl__Q,KC Taqueria Coffee Shop,67-22 Fresh Pond Rd,"{'latitude': 40.70515, 'longitude': -73.89659}",36,3.0,11385
14gt2epj7Tbbcu1HRwjwBw,Antojitos Mexicano El Taco Taco,2831 Broadway,"{'latitude': 40.8041252611665, 'longitude': -73.9670319963918}",6,4.5,10025
2ewrI499NSsA1sNX30K5Dg,Lunera Modern Mexican,3225 Steinway St,"{'latitude': 40.7582236, 'longitude': -73.9194022}",93,4.0,11103
p3c3-cIIHjM090iZlA8WIQ,Estrellita Poblana II,2819 White Plains Rd,"{'latitude': 40.8670645863417, 'longitude': -73.8675294497723}",109,3.5,10467
hAPJ5u7-gg358T2Y8mT91Q,Nacho Macho Taco,591 Knickerbocker Ave,"{'latitude': 40.69646, 'longitude': -73.91388}",13,4.0,11221
x9wa2M7gvf32swUSBP3uXA,Blockheads,Worldwide Plz,"{'latitude': 40.7627155294445, 'longitude': -73.9876316100625}",741,3.5,10019
2IrwjU67gguqLqQqZ1nFPg,Guadalupe Restaurant,597 W 207th St,"{'latitude': 40.86739, 'longitude': -73.92083}",593,4.0,10034
nLGaT5Uqe7xnSvXCuesiYA,156 Tex Mex,156 Knickerbocker Ave,"{'latitude': 40.704044, 'longitude': -73.928077}",5,4.0,11237
ijOVg2Ea8sfPFXc4L6CADw,Elena's Restaurant Authentic Mexican Cusine,5 West Tremont Ave,"{'latitude': 40.8519563823938, 'longitude': -73.9095045626163}",35,3.5,10453
0IFd_nGY2l_Miai4n7ifTA,Tacos El Paisa,1548 Saint Nicholas Ave,"{'latitude': 40.8533143, 'longitude': -73.9306442}",81,4.0,10040
ylKN_i-3bDdBf9nxULUMLw,Taqueria Los Reyes,1380 White Plains Rd,"{'latitude': 40.8353139, 'longitude': -73.862746}",36,3.5,10462
mqlmAxvp0b1jEL-mWN4dVg,Freedom Mexican Restaurant,679 5th Ave,"{'latitude': 40.661594, 'longitude': -73.992858}",10,3.5,11215
UBqLK5kg0kT72CIaBYa5Zg,Patron Mexican Grill,608 9th Ave,"{'latitude': 40.75923, 'longitude': -73.99173}",397,3.0,10036
BtBApV_SvFKmstbjqs4uig,Los Potrillos,150 Port Richmond Ave,"{'latitude': 40.6374622309794, 'longitude': -74.1340140932138}",13,4.0,10302
iewIsfa5h_uLW3SuxoJB_w,Macareno Central,6810 4th Ave,"{'latitude': 40.6351011097354, 'longitude': -74.0235973522067}",3,4.5,11220
-EqXs-q_JXzTHIGXZae2kg,Mixtec Restaurant,2345 Jerome Ave,"{'latitude': 40.8598, 'longitude': -73.90322}",1,2.0,10468
KNo4WyHcQ8Kwd4zXy_mhfA,El Cantante,110 Leroy St,"{'latitude': 40.73019, 'longitude': -74.00762}",1,4.0,10014
X6A6a8hTPd1pZFNZE80TfA,Tacos Cuautla Morelos,438 E 9th St,"{'latitude': 40.7274619080615, 'longitude': -73.9832050287211}",111,3.5,10009
RjblkxUBTtzG-tcgFyCofA,Takumi Taco,601 W 26th St,"{'latitude': 40.751606, 'longitude': -74.00652}",36,4.0,10001
GsMmzzzGATnAnMP-HmYSqQ,Leo's Restaurant,207 Knickerbocker Ave,"{'latitude': 40.703573, 'longitude': -73.926227}",53,3.5,11237
WZLhPYaYSFy7M_-Jh1VuNw,Dos Toros Taqueria,200 Vesey St,"{'latitude': 40.7130865074113, 'longitude': -74.0160842315927}",97,3.5,10285
9MWmRzKbw6-OR8O1fYa2fw,Tacos El Bronco,37th St & 5th Ave,"{'latitude': 40.65237, 'longitude': -74.00274}",115,4.5,11232
QP77bL34-vftZFZZC2N7sQ,Ghost Donkey,4 Bleecker St,"{'latitude': 40.72524, 'longitude': -73.99271}",108,3.5,10012
nowDLGFEZjT6ccdDDJy5PA,Izzy’s Taqueria,397 Troy Ave,"{'latitude': 40.6648701175503, 'longitude': -73.9368999749422}",2,4.0,11213
ZVtui4cnUs7iXRJMDD1GwA,El Rey Del Taco,3217 Bergenline Ave,"{'latitude': 40.7725668, 'longitude': -74.0291146}",31,4.0,07087
8p1HTzXEcC3TCbLz59xMng,La Diagonal,185 St Nicholas Ave,"{'latitude': 40.8061, 'longitude': -73.95302}",154,4.0,10026
emL5uzqKWWqUIsew5R9nnA,Tacos Y Quesadillas Mexico Restaurant,104-40 Corona Ave,"{'latitude': 40.74367, 'longitude': -73.85728}",21,4.0,11368
Jw6nTaia5rdxefvg5tQ9uQ,El Maguey Mexican Restaurant,83-28 Northern Blvd,"{'latitude': 40.7555523, 'longitude': -73.8840807}",48,3.5,11372
4sNPRRefpFQl-fE_aU5XaA,Refried Beans Mexican Grill,591 Fort Washington Ave,"{'latitude': 40.8549599636967, 'longitude': -73.9370997259323}",237,3.5,10033
BjJKFJkC3V9vXgr30GL3vw,Domo Taco,733 Franklin Ave,"{'latitude': 40.673587499494, 'longitude': -73.9567834196103}",171,3.5,11238
Jvy_dhGSmiQM3Thf571FxA,Vista Hermosa Restaurant,1201 Evergreen Ave,"{'latitude': 40.8287, 'longitude': -73.88123}",44,3.5,10472
Pda9zJfg0pRABp9krlJh3Q,El Rey Del Sabor,43RD And 6th Ave,"{'latitude': 40.7555, 'longitude': -73.98361}",29,4.0,10036
4rAXH_bl_iJ1BwHp7I3rYg,Al Horno Lean Mexican Kitchen,417 W 47th St,"{'latitude': 40.762149, 'longitude': -73.990997}",229,3.5,10036
l5F-oBspaxC7hqpMObcSkg,Sun Azteca,123 Wyckoff Ave,"{'latitude': 40.704489, 'longitude': -73.918875}",5,4.0,11237
8gmRUYZIcfmWl0pFB60tpA,Tacos El Vagabundo,Queens Blvd & 41st St,"{'latitude': 40.743566, 'longitude': -73.923362}",88,4.5,11104
_XPusO4eMV3L9TiD38I4gw,Al Horno Lean Mexican Kitchen,110 Pearl St,"{'latitude': 40.7045938074589, 'longitude': -74.0092887729406}",48,3.0,10005
bU0Ymp2m_6sq3NPw_rXGFw,Lobo,218 Court St,"{'latitude': 40.686588, 'longitude': -73.994155}",311,3.5,11201
4wDGKf3dsSo2b3svJHh-qw,Josefina's Mexican Restaurant,36-01 10th St,"{'latitude': 40.761385, 'longitude': -73.940646}",4,5.0,11106
h1PXV90jW1bXIWVlKiF0NQ,DesiBowl,49-11 Vernon Blvd,"{'latitude': 40.74297, 'longitude': -73.95369}",68,4.0,11101
WyeBhonhjnjzzpuPJ1euvw,La Chula NYC,89 E 42nd St,"{'latitude': 40.752901, 'longitude': -73.9773022}",68,3.5,10017
hrswGldQVdR9OJRtqp0TxA,Gonzalez y Gonzalez,192 Mercer St,"{'latitude': 40.7261303289736, 'longitude': -73.9972339217213}",428,3.5,10012
cFB3Mfsqrg69Vi9WO7bTmA,Carniceria,396 Hooper St,"{'latitude': 40.7100952311239, 'longitude': -73.9520365428969}",2,5.0,11211
60sLpAHHl-IvANGTRzfCow,Tacos Grand Central,711 2nd Ave,"{'latitude': 40.7476230390695, 'longitude': -73.9740906903076}",17,4.0,10016
N-yqacjOkrrXsGMgogmZWg,El Tequilazo,17237 Hillside Ave,"{'latitude': 40.7122945231321, 'longitude': -73.7891526480506}",15,4.5,11432
a4yyl1rPu2id2M33_ftKXw,Aguilas de Mexico Restaurant,118 Pacific St,"{'latitude': 40.723789, 'longitude': -74.16735}",153,4.0,07105
PZM0lwv0i0ZRpyzioRU8SA,Lime Jungle Empanadas,197 7th Ave,"{'latitude': 40.743201852814, 'longitude': -73.9966291921214}",89,3.5,10012
qmSBFiAikpyUO3JA8ez1Ow,El Loco Burrito,345 Graham Ave,"{'latitude': 40.7147469, 'longitude': -73.9445868}",183,2.5,11211
-FT-wCObDQJaXns_l8b5fw,Mex 'N Roll,154 North 7th St,"{'latitude': 40.7174719202704, 'longitude': -73.9585864853214}",14,4.5,11249
EZ3vOz-DCwhn_lcFF0HZEQ,Fidela's Restaurant,164-12 69th Ave,"{'latitude': 40.732951, 'longitude': -73.8046798}",4,4.0,11365
Zh_52Qun5eAhcYb6LOfNWw,Tacos El Pollo,1318 Cortelyou Rd,"{'latitude': 40.6407576528866, 'longitude': -73.9653689414263}",6,4.5,11226
AGwgDMaC6m4CjOohQRIBcQ,Tacos Morelos,75 Wall St,"{'latitude': 40.7053992525685, 'longitude': -74.007755112878}",3,5.0,10005
wAmWk6hQaHjREDVe8z2otA,Pampano Taqueria,805 3rd Ave,"{'latitude': 40.75537, 'longitude': -73.97054}",165,3.5,10022
6UwcLc6NJo45Hb5aIlbX5w,Adelitas Mexican Cuisine,221-03 Jamaica Ave,"{'latitude': 40.71998, 'longitude': -73.73313}",2,2.5,11428
juULANORQ2onWkEvSMjlaw,Al Horno Lean Mexican Kitchen,1089 2nd Ave,"{'latitude': 40.75967, 'longitude': -73.96525}",112,3.5,10022
xNgaGyePJ7fyZ9D0J74-3A,East LA,508 Washington St,"{'latitude': 40.74258, 'longitude': -74.02966}",358,3.0,07030
IHGm6huN_Z48KdorBjztSQ,Guacamole Taqueria,5025 Broadway,"{'latitude': 40.86952, 'longitude': -73.91674}",106,3.5,10034
8Gg_SoA5TA7pLNB-xuPhPw,Mexikosher,100 W 83rd St,"{'latitude': 40.78458, 'longitude': -73.97393}",71,3.5,10024
6NBXf3fOJYL365PoaD2qAA,Manjares Mexico,4408 Broadway,"{'latitude': 40.7572483, 'longitude': -73.9155682}",8,4.0,11103
9OUXhF3r1CVF8jahUanMbg,Cancun,937 8th Ave,"{'latitude': 40.76578, 'longitude': -73.98379}",348,3.0,10019
TV_rsstsxdcFh_YmaSSv_g,Jalisco Tacos,214 St Anns Ave,"{'latitude': 40.80622, 'longitude': -73.91748}",16,4.0,10454
Y1dM7kSfq7PoB7NrDQFpdQ,Picante,3424 Broadway,"{'latitude': 40.8228372881426, 'longitude': -73.9527709564668}",284,3.0,10031
XYyIWs-3J4bZRZDfcsMquQ,Rancho Tequilieria,741 9th Ave,"{'latitude': 40.7637209, 'longitude': -73.989186}",248,3.5,10019
F76RYME8VeIIJDkVCOe0rg,Tequila Chito's Mexican Grill,358 W 23rd St,"{'latitude': 40.7460136413574, 'longitude': -74.0009002685547}",197,2.5,10011
kwknIGiHza2sjdt-bwPGwQ,Blockheads,60 3rd Ave,"{'latitude': 40.73123, 'longitude': -73.98905}",190,3.5,10003
3iegS9M-EMbkhaPV2rsovg,Bistro Casa Azul,343 Pleasant Ave,"{'latitude': 40.79659, 'longitude': -73.93229}",14,5.0,10035
9vISn2VuyhBgB3C1I6pyvw,Dos Toros Taqueria,189 Bedford Ave,"{'latitude': 40.7175893, 'longitude': -73.9579096}",143,3.5,11211
DhivGpHqgPy1f1gSXhrvPg,LA Burrito,67 Wilson Ave,"{'latitude': 40.70235, 'longitude': -73.92837}",164,3.0,11237
q1j4Xgq0_myV0hzgTZ2nkg,Evodio's Place,222 Clinton Ave,"{'latitude': 40.6913531760712, 'longitude': -73.9687436216104}",3,4.5,11205
uOaiLIkwFbOOAc0xoW81XA,Taco Veloz,8610 Roosevelt Ave,"{'latitude': 40.747793, 'longitude': -73.87985}",55,4.5,11372
ytTwhBk6IUv6ZcMcxrgFlg,El Rey Latino,6342 108th St,"{'latitude': 40.7338441080313, 'longitude': -73.8503124767212}",86,3.5,11375
JpEENiSNl3MzAQN1FyKPdw,Los Girasoles Restaurant,2613 Webster Ave,"{'latitude': 40.86304, 'longitude': -73.88982}",12,4.0,10458
H9GD7km7riFooM0FkdwOPg,Calle Ocho,45 W 81st St,"{'latitude': 40.7831208393736, 'longitude': -73.9737190394484}",2455,4.0,10024
_fff8IsejG9-2cFbf-CnrA,Lupita's Restaurant,904 Melrose Ave,"{'latitude': 40.82463, 'longitude': -73.91343}",9,3.5,10451
8adDDDWuqjZeCJCDjEGS2A,Las Conchitas Bakery,4811 5th Ave,"{'latitude': 40.64579, 'longitude': -74.00941}",10,4.5,11220
OM0B1aDTs7uLWuvPikDIVg,Happy Fresh Tortillas Grill,299 7th Ave,"{'latitude': 40.667659, 'longitude': -73.98059}",62,3.5,11215
5C380xgCBJ9QEkSnyLCd0w,Homemade Taqueria - Corona,40-10 Junction Blvd,"{'latitude': 40.7487763969621, 'longitude': -73.8692231476307}",38,3.5,11368
4LtYkIqywyns24DbE02a8g,Cherokee Deli,1626 Broadway,"{'latitude': 40.684788, 'longitude': -73.914368}",3,4.5,11207
JPOjbYV-4NG1C221UVUtiQ,Baja Mexican Cuisine,104 14th St,"{'latitude': 40.75349, 'longitude': -74.026384}",199,3.5,07030
bDJbAgx0BryEphz-TYycTw,Oaxaquita La Bella,90-06 Jamaica Ave,"{'latitude': 40.6927557609923, 'longitude': -73.8544204851584}",15,2.5,11421
fc61TdsmBK_iX67P_gI-YA,Jicama NYC,894 Ave Of The Americas,"{'latitude': 40.74826, 'longitude': -73.988506}",19,3.5,10001
1mynqR4fWUovyt9q1_zI9g,ERT Restaurant,73-18 Northern Blvd,"{'latitude': 40.7546065, 'longitude': -73.8930553}",2,5.0,11372
VoEB81AQajTsatt56aiTLA,Dos Toros Taqueria,119 W 40th St,"{'latitude': 40.7540578242766, 'longitude': -73.9859579131007}",72,3.5,10018
sq6cLuNfDIb2ZrJTm9Z_cg,Mexicana Deli Grocery,339 E 204th St,"{'latitude': 40.87233, 'longitude': -73.87775}",27,4.0,10467
sBzGM5T8qKtE2hRLpK8vFw,Yummy Taco,8011 Flatlands Ave,"{'latitude': 40.6357488, 'longitude': -73.9131869}",15,3.5,11236
A0nCLU0qBly0AUm-pvgNXw,Tacos Mexico,32-08 38th St,"{'latitude': 40.75914, 'longitude': -73.92015}",91,3.0,11103
f7-4kTNeYOhZdtJgXlbqBQ,El Rancho Burritos,359 W 45th St,"{'latitude': 40.7603099, 'longitude': -73.99087}",114,3.5,10036
